YEARMONTH,INCIDENTCLASSIFICATION,INCIDENTBOROUGH,INCIDENTCOUNT,AVERAGERESPONSETIME
2016/04,All Fire/Emergency Incidents,Brooklyn,"12,703",04:22
2016/04,All Fire/Emergency Incidents,Queens,"8,906",04:59
2016/04,False Alarm,Citywide,"1,656",04:44
2016/04,False Alarm,Manhattan,317,05:12
2016/04,False Alarm,Bronx,357,04:49
2016/04,False Alarm,Staten Island,121,04:17
2016/04,False Alarm,Brooklyn,472,04:21
2016/04,False Alarm,Queens,389,04:53
2016/04,Medical Emergencies,Citywide,"21,461",04:32
2016/04,Medical Emergencies,Manhattan,"5,881",04:50
2016/04,Medical Emergencies,Bronx,"4,178",04:46
2016/04,Medical Emergencies,Staten Island,"1,061",04:25
2016/04,Medical Emergencies,Brooklyn,"5,935",04:06
2016/04,Medical Emergencies,Queens,"4,406",04:37
2016/04,Medical False Alarm,Citywide,245,04:48
2016/04,Medical False Alarm,Manhattan,45,05:00
2016/04,Medical False Alarm,Bronx,52,05:20
2016/04,Medical False Alarm,Staten Island,6,05:14
2016/04,Medical False Alarm,Brooklyn,87,04:02
2016/04,Medical False Alarm,Queens,55,05:14
2016/04,NonMedical Emergencies,Citywide,"18,097",05:17
2016/04,NonMedical Emergencies,Manhattan,"4,918",05:35
2016/04,NonMedical Emergencies,Bronx,"3,824",05:28
2016/04,NonMedical Emergencies,Staten Island,938,05:08
2016/04,NonMedical Emergencies,Brooklyn,"5,040",04:45
2016/04,NonMedical Emergencies,Queens,"3,377",05:27
2016/04,NonStructural Fires,Citywide,"1,338",04:36
2016/04,NonStructural Fires,Manhattan,323,04:46
2016/04,NonStructural Fires,Bronx,183,04:41
2016/04,NonStructural Fires,Staten Island,160,05:16
2016/04,NonStructural Fires,Brooklyn,448,04:03
2016/04,NonStructural Fires,Queens,224,04:46
2016/04,Structural Fires,Citywide,"2,350",04:04
2016/04,Structural Fires,Manhattan,515,04:23
2016/04,Structural Fires,Bronx,541,04:08
2016/04,Structural Fires,Staten Island,118,04:18
2016/04,Structural Fires,Brooklyn,721,03:37
2016/04,Structural Fires,Queens,455,04:16
2016/05,All Fire/Emergency Incidents,Citywide,"47,816",04:50
2016/05,All Fire/Emergency Incidents,Manhattan,"13,006",05:14
2016/05,All Fire/Emergency Incidents,Bronx,"9,614",05:00
2016/05,All Fire/Emergency Incidents,Staten Island,"2,376",04:39
2016/05,All Fire/Emergency Incidents,Brooklyn,"13,490",04:16
2016/05,All Fire/Emergency Incidents,Queens,"9,330",05:01
2016/05,False Alarm,Citywide,"1,970",04:36
2016/05,False Alarm,Manhattan,329,05:16
2016/05,False Alarm,Bronx,454,04:46
2016/05,False Alarm,Staten Island,160,04:22
2016/05,False Alarm,Brooklyn,576,04:01
2016/05,False Alarm,Queens,451,04:48
2016/05,Medical Emergencies,Citywide,"23,102",04:28
2016/05,Medical Emergencies,Manhattan,"6,335",04:51
2016/05,Medical Emergencies,Bronx,"4,439",04:39
2016/05,Medical Emergencies,Staten Island,"1,080",04:23
2016/05,Medical Emergencies,Brooklyn,"6,578",03:57
2016/05,Medical Emergencies,Queens,"4,670",04:38
2016/05,Medical False Alarm,Citywide,251,04:46
2016/05,Medical False Alarm,Manhattan,61,05:07
2016/05,Medical False Alarm,Bronx,44,05:01
2016/05,Medical False Alarm,Staten Island,7,03:16
2016/05,Medical False Alarm,Brooklyn,89,04:34
2016/05,Medical False Alarm,Queens,50,04:39
2016/05,NonMedical Emergencies,Citywide,"19,171",05:15
2016/05,NonMedical Emergencies,Manhattan,"5,456",05:35
2016/05,NonMedical Emergencies,Bronx,"4,041",05:24
2016/05,NonMedical Emergencies,Staten Island,942,04:58
2016/05,NonMedical Emergencies,Brooklyn,"5,223",04:40
2016/05,NonMedical Emergencies,Queens,"3,509",05:30
2016/05,NonStructural Fires,Citywide,"1,117",04:35
2016/05,NonStructural Fires,Manhattan,322,05:02
2016/05,NonStructural Fires,Bronx,152,04:30
2016/05,NonStructural Fires,Staten Island,71,04:46
2016/05,NonStructural Fires,Brooklyn,350,04:02
2016/05,NonStructural Fires,Queens,222,04:48
2016/05,Structural Fires,Citywide,"2,205",04:11
2016/05,Structural Fires,Manhattan,503,04:27
2016/05,Structural Fires,Bronx,484,04:13
2016/05,Structural Fires,Staten Island,116,04:31
2016/05,Structural Fires,Brooklyn,674,03:43
2016/05,Structural Fires,Queens,428,04:31
2016/06,All Fire/Emergency Incidents,Citywide,"48,079",04:52
2016/06,All Fire/Emergency Incidents,Manhattan,"13,228",05:14
2016/06,All Fire/Emergency Incidents,Bronx,"9,530",05:04
2016/06,All Fire/Emergency Incidents,Staten Island,"2,431",04:39
2016/06,All Fire/Emergency Incidents,Brooklyn,"13,578",04:20
2016/06,All Fire/Emergency Incidents,Queens,"9,312",05:02
2016/06,False Alarm,Citywide,"1,881",04:40
2016/06,False Alarm,Manhattan,357,05:04
2016/06,False Alarm,Bronx,468,04:53
2016/06,False Alarm,Staten Island,144,04:20
2016/06,False Alarm,Brooklyn,554,04:15
2016/06,False Alarm,Queens,358,04:49
2016/06,Medical Emergencies,Citywide,"23,530",04:28
2016/06,Medical Emergencies,Manhattan,"6,629",04:53
2016/06,Medical Emergencies,Bronx,"4,476",04:39
2016/06,Medical Emergencies,Staten Island,"1,057",04:21
2016/06,Medical Emergencies,Brooklyn,"6,649",04:00
2016/06,Medical Emergencies,Queens,"4,719",04:34
2016/06,Medical False Alarm,Citywide,307,04:39
2016/06,Medical False Alarm,Manhattan,88,05:10
2016/06,Medical False Alarm,Bronx,75,04:55
2016/06,Medical False Alarm,Staten Island,9,04:30
2016/06,Medical False Alarm,Brooklyn,95,04:01
2016/06,Medical False Alarm,Queens,40,04:41
2016/06,NonMedical Emergencies,Citywide,"19,031",05:19
2016/06,NonMedical Emergencies,Manhattan,"5,402",05:36
2016/06,NonMedical Emergencies,Bronx,"3,907",05:30
2016/06,NonMedical Emergencies,Staten Island,"1,017",04:57
2016/06,NonMedical Emergencies,Brooklyn,"5,175",04:47
2016/06,NonMedical Emergencies,Queens,"3,530",05:36
2016/06,NonStructural Fires,Citywide,"1,374",04:32
2016/06,NonStructural Fires,Manhattan,313,04:38
2016/06,NonStructural Fires,Bronx,211,04:57
2016/06,NonStructural Fires,Staten Island,93,04:46
2016/06,NonStructural Fires,Brooklyn,459,04:02
2016/06,NonStructural Fires,Queens,298,04:48
2016/06,Structural Fires,Citywide,"1,956",04:14
2016/06,Structural Fires,Manhattan,439,04:29
2016/06,Structural Fires,Bronx,393,04:18
2016/06,Structural Fires,Staten Island,111,04:26
2016/06,Structural Fires,Brooklyn,646,03:49
2016/06,Structural Fires,Queens,367,04:33
2016/07,All Fire/Emergency Incidents,Citywide,"52,863",04:54
2016/07,All Fire/Emergency Incidents,Manhattan,"14,163",05:10
2016/07,All Fire/Emergency Incidents,Bronx,"10,743",05:12
2016/07,All Fire/Emergency Incidents,Staten Island,"2,765",04:56
2016/07,All Fire/Emergency Incidents,Brooklyn,"14,950",04:23
2016/07,All Fire/Emergency Incidents,Queens,"10,242",05:02
2016/07,False Alarm,Citywide,"2,101",04:38
2016/07,False Alarm,Manhattan,380,04:59
2016/07,False Alarm,Bronx,536,04:54
2016/07,False Alarm,Staten Island,185,04:31
2016/07,False Alarm,Brooklyn,599,04:04
2016/07,False Alarm,Queens,401,04:48
2016/07,Medical Emergencies,Citywide,"24,973",04:28
2016/07,Medical Emergencies,Manhattan,"7,065",04:49
2016/07,Medical Emergencies,Bronx,"4,699",04:43
2016/07,Medical Emergencies,Staten Island,"1,128",04:26
2016/07,Medical Emergencies,Brooklyn,"7,072",03:58
2016/07,Medical Emergencies,Queens,"5,009",04:39
2016/07,Medical False Alarm,Citywide,280,04:35
2016/07,Medical False Alarm,Manhattan,77,05:06
2016/07,Medical False Alarm,Bronx,41,04:29
2016/07,Medical False Alarm,Staten Island,9,04:25
2016/07,Medical False Alarm,Brooklyn,92,04:02
2016/07,Medical False Alarm,Queens,61,04:49
2016/07,NonMedical Emergencies,Citywide,"22,323",05:22
2016/07,NonMedical Emergencies,Manhattan,"5,979",05:30
2016/07,NonMedical Emergencies,Bronx,"4,834",05:39
2016/07,NonMedical Emergencies,Staten Island,"1,226",05:27
2016/07,NonMedical Emergencies,Brooklyn,"6,188",04:53
2016/07,NonMedical Emergencies,Queens,"4,096",05:31
2016/07,NonStructural Fires,Citywide,"1,224",04:25
2016/07,NonStructural Fires,Manhattan,260,04:43
2016/07,NonStructural Fires,Bronx,218,04:53
2016/07,NonStructural Fires,Staten Island,95,04:20
2016/07,NonStructural Fires,Brooklyn,381,03:46
2016/07,NonStructural Fires,Queens,270,04:38
2016/07,Structural Fires,Citywide,"1,962",04:10
2016/07,Structural Fires,Manhattan,402,04:23
2016/07,Structural Fires,Bronx,415,04:18
2016/07,Structural Fires,Staten Island,122,04:29
2016/07,Structural Fires,Brooklyn,618,03:41
2016/07,Structural Fires,Queens,405,04:30
2016/08,All Fire/Emergency Incidents,Citywide,"51,658",04:55
2016/08,All Fire/Emergency Incidents,Manhattan,"14,159",05:15
2016/08,All Fire/Emergency Incidents,Bronx,"10,426",05:13
2016/08,All Fire/Emergency Incidents,Staten Island,"2,458",04:41
2016/08,All Fire/Emergency Incidents,Brooklyn,"14,514",04:22
2016/08,All Fire/Emergency Incidents,Queens,"10,101",05:04
2016/08,False Alarm,Citywide,"1,955",04:41
2016/08,False Alarm,Manhattan,408,05:12
2016/08,False Alarm,Bronx,430,04:50
2016/08,False Alarm,Staten Island,136,04:35
2016/08,False Alarm,Brooklyn,574,04:09
2016/08,False Alarm,Queens,407,04:49
2016/08,Medical Emergencies,Citywide,"24,524",04:29
2016/08,Medical Emergencies,Manhattan,"6,865",04:48
2016/08,Medical Emergencies,Bronx,"4,598",04:49
2016/08,Medical Emergencies,Staten Island,"1,141",04:20
2016/08,Medical Emergencies,Brooklyn,"7,015",03:59
2016/08,Medical Emergencies,Queens,"4,905",04:37
2016/08,Medical False Alarm,Citywide,298,04:40
2016/08,Medical False Alarm,Manhattan,72,04:44
2016/08,Medical False Alarm,Bronx,48,04:38
2016/08,Medical False Alarm,Staten Island,5,04:08
2016/08,Medical False Alarm,Brooklyn,88,04:13
2016/08,Medical False Alarm,Queens,85,05:09
2016/08,NonMedical Emergencies,Citywide,"21,830",05:22
2016/08,NonMedical Emergencies,Manhattan,"6,097",05:37
2016/08,NonMedical Emergencies,Bronx,"4,689",05:38
2016/08,NonMedical Emergencies,Staten Island,"1,012",05:03
2016/08,NonMedical Emergencies,Brooklyn,"5,998",04:49
2016/08,NonMedical Emergencies,Queens,"4,034",05:34
2016/08,NonStructural Fires,Citywide,"1,221",04:29
2016/08,NonStructural Fires,Manhattan,318,04:49
2016/08,NonStructural Fires,Bronx,239,04:45
2016/08,NonStructural Fires,Staten Island,66,04:30
2016/08,NonStructural Fires,Brooklyn,351,03:55
2016/08,NonStructural Fires,Queens,247,04:39
2016/08,Structural Fires,Citywide,"1,830",04:13
2016/08,Structural Fires,Manhattan,399,04:24
2016/08,Structural Fires,Bronx,422,04:20
2016/08,Structural Fires,Staten Island,98,04:15
2016/08,Structural Fires,Brooklyn,488,03:40
2016/08,Structural Fires,Queens,423,04:33
2016/09,All Fire/Emergency Incidents,Citywide,"47,758",04:55
2016/09,All Fire/Emergency Incidents,Manhattan,"13,255",05:13
2016/09,All Fire/Emergency Incidents,Bronx,"9,373",05:10
2016/09,All Fire/Emergency Incidents,Staten Island,"2,219",04:45
2016/09,All Fire/Emergency Incidents,Brooklyn,"13,531",04:23
2016/09,All Fire/Emergency Incidents,Queens,"9,380",05:06
2016/09,False Alarm,Citywide,"1,707",04:41
2016/09,False Alarm,Manhattan,414,05:00
2016/09,False Alarm,Bronx,363,04:47
2016/09,False Alarm,Staten Island,105,04:40
2016/09,False Alarm,Brooklyn,456,04:12
2016/09,False Alarm,Queens,369,04:48
2016/09,Medical Emergencies,Citywide,"23,221",04:32
2016/09,Medical Emergencies,Manhattan,"6,569",04:55
2016/09,Medical Emergencies,Bronx,"4,326",04:48
2016/09,Medical Emergencies,Staten Island,"1,085",04:30
2016/09,Medical Emergencies,Brooklyn,"6,600",04:02
2016/09,Medical Emergencies,Queens,"4,641",04:37
2016/09,Medical False Alarm,Citywide,266,04:48
2016/09,Medical False Alarm,Manhattan,79,05:06
2016/09,Medical False Alarm,Bronx,47,05:11
2016/09,Medical False Alarm,Staten Island,12,05:11
2016/09,Medical False Alarm,Brooklyn,78,04:13
2016/09,Medical False Alarm,Queens,50,04:49
2016/09,NonMedical Emergencies,Citywide,"19,525",05:20
2016/09,NonMedical Emergencies,Manhattan,"5,491",05:31
2016/09,NonMedical Emergencies,Bronx,"4,057",05:33
2016/09,NonMedical Emergencies,Staten Island,846,05:00
2016/09,NonMedical Emergencies,Brooklyn,"5,433",04:49
2016/09,NonMedical Emergencies,Queens,"3,698",05:39
2016/09,NonStructural Fires,Citywide,"1,078",04:24
2016/09,NonStructural Fires,Manhattan,262,04:39
2016/09,NonStructural Fires,Bronx,177,04:29
2016/09,NonStructural Fires,Staten Island,80,04:51
2016/09,NonStructural Fires,Brooklyn,352,03:59
2016/09,NonStructural Fires,Queens,207,04:37
2016/09,Structural Fires,Citywide,"1,961",04:16
2016/09,Structural Fires,Manhattan,440,04:26
2016/09,Structural Fires,Bronx,403,04:26
2016/09,Structural Fires,Staten Island,91,04:41
2016/09,Structural Fires,Brooklyn,612,03:48
2016/09,Structural Fires,Queens,415,04:30
2016/10,All Fire/Emergency Incidents,Citywide,"50,581",04:52
2016/10,All Fire/Emergency Incidents,Manhattan,"13,843",05:13
2016/10,All Fire/Emergency Incidents,Bronx,"10,117",05:08
2016/10,All Fire/Emergency Incidents,Staten Island,"2,334",04:34
2016/10,All Fire/Emergency Incidents,Brooklyn,"14,162",04:17
2016/10,All Fire/Emergency Incidents,Queens,"10,125",05:03
2016/10,False Alarm,Citywide,"1,697",04:42
2016/10,False Alarm,Manhattan,355,05:03
2016/10,False Alarm,Bronx,417,04:45
2016/10,False Alarm,Staten Island,97,04:31
2016/10,False Alarm,Brooklyn,404,04:11
2016/10,False Alarm,Queens,424,04:53
2016/10,Medical Emergencies,Citywide,"23,306",04:32
2016/10,Medical Emergencies,Manhattan,"6,340",04:58
2016/10,Medical Emergencies,Bronx,"4,347",04:49
2016/10,Medical Emergencies,Staten Island,"1,143",04:16
2016/10,Medical Emergencies,Brooklyn,"6,595",04:01
2016/10,Medical Emergencies,Queens,"4,881",04:39
2016/10,Medical False Alarm,Citywide,241,04:53
2016/10,Medical False Alarm,Manhattan,67,05:14
2016/10,Medical False Alarm,Bronx,52,04:56
2016/10,Medical False Alarm,Staten Island,10,05:04
2016/10,Medical False Alarm,Brooklyn,67,04:24
2016/10,Medical False Alarm,Queens,45,05:02
2016/10,NonMedical Emergencies,Citywide,"22,159",05:12
2016/10,NonMedical Emergencies,Manhattan,"6,337",05:29
2016/10,NonMedical Emergencies,Bronx,"4,652",05:28
2016/10,NonMedical Emergencies,Staten Island,946,04:50
2016/10,NonMedical Emergencies,Brooklyn,"6,168",04:36
2016/10,NonMedical Emergencies,Queens,"4,056",05:28
2016/10,NonStructural Fires,Citywide,891,04:28
2016/10,NonStructural Fires,Manhattan,233,04:43
2016/10,NonStructural Fires,Bronx,165,04:32
2016/10,NonStructural Fires,Staten Island,51,04:40
2016/10,NonStructural Fires,Brooklyn,232,04:02
2016/10,NonStructural Fires,Queens,210,04:36
2016/10,Structural Fires,Citywide,"2,287",04:15
2016/10,Structural Fires,Manhattan,511,04:18
2016/10,Structural Fires,Bronx,484,04:30
2016/10,Structural Fires,Staten Island,87,04:18
2016/10,Structural Fires,Brooklyn,696,03:44
2016/10,Structural Fires,Queens,509,04:38
2016/11,All Fire/Emergency Incidents,Citywide,"46,980",04:54
2016/11,All Fire/Emergency Incidents,Manhattan,"12,608",05:18
2016/11,All Fire/Emergency Incidents,Bronx,"9,611",05:09
2016/11,All Fire/Emergency Incidents,Staten Island,"2,307",04:40
2016/11,All Fire/Emergency Incidents,Brooklyn,"13,241",04:19
2016/11,All Fire/Emergency Incidents,Queens,"9,213",05:00
2016/11,False Alarm,Citywide,"1,644",04:42
2016/11,False Alarm,Manhattan,308,04:57
2016/11,False Alarm,Bronx,358,04:54
2016/11,False Alarm,Staten Island,108,04:31
2016/11,False Alarm,Brooklyn,460,04:13
2016/11,False Alarm,Queens,410,04:54
2016/11,Medical Emergencies,Citywide,"21,793",04:34
2016/11,Medical Emergencies,Manhattan,"5,830",05:01
2016/11,Medical Emergencies,Bronx,"4,217",04:50
2016/11,Medical Emergencies,Staten Island,"1,044",04:24
2016/11,Medical Emergencies,Brooklyn,"6,230",04:04
2016/11,Medical Emergencies,Queens,"4,472",04:42
2016/11,Medical False Alarm,Citywide,216,04:46
2016/11,Medical False Alarm,Manhattan,57,05:28
2016/11,Medical False Alarm,Bronx,44,04:38
2016/11,Medical False Alarm,Staten Island,9,04:19
2016/11,Medical False Alarm,Brooklyn,63,04:16
2016/11,Medical False Alarm,Queens,43,04:46
2016/11,NonMedical Emergencies,Citywide,"19,825",05:15
2016/11,NonMedical Emergencies,Manhattan,"5,621",05:35
2016/11,NonMedical Emergencies,Bronx,"4,217",05:31
2016/11,NonMedical Emergencies,Staten Island,933,04:52
2016/11,NonMedical Emergencies,Brooklyn,"5,492",04:39
2016/11,NonMedical Emergencies,Queens,"3,562",05:23
2016/11,NonStructural Fires,Citywide,"1,085",04:34
2016/11,NonStructural Fires,Manhattan,281,04:52
2016/11,NonStructural Fires,Bronx,182,04:53
2016/11,NonStructural Fires,Staten Island,94,05:11
2016/11,NonStructural Fires,Brooklyn,286,03:46
2016/11,NonStructural Fires,Queens,242,04:46
2016/11,Structural Fires,Citywide,"2,417",04:14
2016/11,Structural Fires,Manhattan,511,04:29
2016/11,Structural Fires,Bronx,593,04:22
2016/11,Structural Fires,Staten Island,119,04:29
2016/11,Structural Fires,Brooklyn,710,03:45
2016/11,Structural Fires,Queens,484,04:30
2016/12,All Fire/Emergency Incidents,Citywide,"50,032",04:58
2016/12,All Fire/Emergency Incidents,Manhattan,"13,570",05:23
2016/12,All Fire/Emergency Incidents,Bronx,"10,046",05:17
2016/12,All Fire/Emergency Incidents,Staten Island,"2,335",04:44
2016/12,All Fire/Emergency Incidents,Brooklyn,"14,247",04:23
2016/12,All Fire/Emergency Incidents,Queens,"9,834",05:05
2016/12,False Alarm,Citywide,"1,427",04:40
2016/12,False Alarm,Manhattan,300,05:13
2016/12,False Alarm,Bronx,333,04:51
2016/12,False Alarm,Staten Island,103,04:39
2016/12,False Alarm,Brooklyn,400,04:03
2016/12,False Alarm,Queens,291,04:44
2016/12,Medical Emergencies,Citywide,"23,128",04:39
2016/12,Medical Emergencies,Manhattan,"6,320",05:04
2016/12,Medical Emergencies,Bronx,"4,408",05:01
2016/12,Medical Emergencies,Staten Island,"1,097",04:25
2016/12,Medical Emergencies,Brooklyn,"6,499",04:06
2016/12,Medical Emergencies,Queens,"4,804",04:47
2016/12,Medical False Alarm,Citywide,241,04:53
2016/12,Medical False Alarm,Manhattan,63,04:54
2016/12,Medical False Alarm,Bronx,48,05:35
2016/12,Medical False Alarm,Staten Island,4,04:15
2016/12,Medical False Alarm,Brooklyn,70,04:40
2016/12,Medical False Alarm,Queens,56,04:37
2016/12,NonMedical Emergencies,Citywide,"21,476",05:19
2016/12,NonMedical Emergencies,Manhattan,"6,001",05:41
2016/12,NonMedical Emergencies,Bronx,"4,480",05:37
2016/12,NonMedical Emergencies,Staten Island,978,05:02
2016/12,NonMedical Emergencies,Brooklyn,"6,129",04:43
2016/12,NonMedical Emergencies,Queens,"3,888",05:28
2016/12,NonStructural Fires,Citywide,"1,157",04:30
2016/12,NonStructural Fires,Manhattan,298,04:53
2016/12,NonStructural Fires,Bronx,174,04:47
2016/12,NonStructural Fires,Staten Island,40,04:29
2016/12,NonStructural Fires,Brooklyn,339,03:59
2016/12,NonStructural Fires,Queens,306,04:35
2016/12,Structural Fires,Citywide,"2,603",04:14
2016/12,Structural Fires,Manhattan,588,04:30
2016/12,Structural Fires,Bronx,603,04:23
2016/12,Structural Fires,Staten Island,113,04:28
2016/12,Structural Fires,Brooklyn,810,03:41
2016/12,Structural Fires,Queens,489,04:33
2017/01,All Fire/Emergency Incidents,Citywide,"48,079",04:56
2017/01,All Fire/Emergency Incidents,Manhattan,"12,785",05:11
2017/01,All Fire/Emergency Incidents,Bronx,"9,608",05:15
2017/01,All Fire/Emergency Incidents,Staten Island,"2,329",04:45
2017/01,All Fire/Emergency Incidents,Brooklyn,"13,779",04:24
2017/01,All Fire/Emergency Incidents,Queens,"9,578",05:09
2017/01,False Alarm,Citywide,"1,348",04:46
2017/01,False Alarm,Manhattan,284,05:06
2017/01,False Alarm,Bronx,277,04:57
2017/01,False Alarm,Staten Island,74,05:08
2017/01,False Alarm,Brooklyn,419,04:13
2017/01,False Alarm,Queens,294,04:59
2017/01,Medical Emergencies,Citywide,"22,427",04:38
2017/01,Medical Emergencies,Manhattan,"5,843",04:53
2017/01,Medical Emergencies,Bronx,"4,474",04:58
2017/01,Medical Emergencies,Staten Island,"1,074",04:27
2017/01,Medical Emergencies,Brooklyn,"6,365",04:08
2017/01,Medical Emergencies,Queens,"4,671",04:51
2017/01,Medical False Alarm,Citywide,175,04:44
2017/01,Medical False Alarm,Manhattan,34,04:55
2017/01,Medical False Alarm,Bronx,37,05:07
2017/01,Medical False Alarm,Staten Island,8,04:16
2017/01,Medical False Alarm,Brooklyn,58,04:11
2017/01,Medical False Alarm,Queens,38,05:17
2017/01,NonMedical Emergencies,Citywide,"20,076",05:18
2017/01,NonMedical Emergencies,Manhattan,"5,639",05:29
2017/01,NonMedical Emergencies,Bronx,"4,140",05:34
2017/01,NonMedical Emergencies,Staten Island,998,05:02
2017/01,NonMedical Emergencies,Brooklyn,"5,599",04:50
2017/01,NonMedical Emergencies,Queens,"3,700",05:32
2017/01,NonStructural Fires,Citywide,"1,789",04:24
2017/01,NonStructural Fires,Manhattan,487,04:35
2017/01,NonStructural Fires,Bronx,194,05:03
2017/01,NonStructural Fires,Staten Island,44,04:30
2017/01,NonStructural Fires,Brooklyn,619,03:53
2017/01,NonStructural Fires,Queens,445,04:39
2017/01,Structural Fires,Citywide,"2,264",04:12
2017/01,Structural Fires,Manhattan,498,04:20
2017/01,Structural Fires,Bronx,486,04:21
2017/01,Structural Fires,Staten Island,131,04:28
2017/01,Structural Fires,Brooklyn,719,03:34
2017/01,Structural Fires,Queens,430,04:48
2017/02,All Fire/Emergency Incidents,Citywide,"42,697",04:56
2017/02,All Fire/Emergency Incidents,Manhattan,"11,328",05:15
2017/02,All Fire/Emergency Incidents,Bronx,"8,626",05:13
2017/02,All Fire/Emergency Incidents,Staten Island,"2,079",04:44
2017/02,All Fire/Emergency Incidents,Brooklyn,"11,985",04:22
2017/02,All Fire/Emergency Incidents,Queens,"8,679",05:08
2017/02,False Alarm,Citywide,"1,283",04:44
2017/02,False Alarm,Manhattan,272,05:08
2017/02,False Alarm,Bronx,274,04:51
2017/02,False Alarm,Staten Island,85,04:53
2017/02,False Alarm,Brooklyn,356,04:18
2017/02,False Alarm,Queens,296,04:44
2017/02,Medical Emergencies,Citywide,"20,058",04:38
2017/02,Medical Emergencies,Manhattan,"5,272",04:58
2017/02,Medical Emergencies,Bronx,"3,989",04:57
2017/02,Medical Emergencies,Staten Island,"1,016",04:25
2017/02,Medical Emergencies,Brooklyn,"5,588",04:07
2017/02,Medical Emergencies,Queens,"4,193",04:51
2017/02,Medical False Alarm,Citywide,152,04:28
2017/02,Medical False Alarm,Manhattan,25,04:38
2017/02,Medical False Alarm,Bronx,25,04:46
2017/02,Medical False Alarm,Staten Island,10,04:43
2017/02,Medical False Alarm,Brooklyn,54,04:04
2017/02,Medical False Alarm,Queens,38,04:40
2017/02,NonMedical Emergencies,Citywide,"17,290",05:18
2017/02,NonMedical Emergencies,Manhattan,"4,828",05:33
2017/02,NonMedical Emergencies,Bronx,"3,650",05:34
2017/02,NonMedical Emergencies,Staten Island,828,05:03
2017/02,NonMedical Emergencies,Brooklyn,"4,755",04:45
2017/02,NonMedical Emergencies,Queens,"3,229",05:32
2017/02,NonStructural Fires,Citywide,"1,933",04:32
2017/02,NonStructural Fires,Manhattan,468,04:42
2017/02,NonStructural Fires,Bronx,234,04:51
2017/02,NonStructural Fires,Staten Island,42,04:18
2017/02,NonStructural Fires,Brooklyn,643,03:53
2017/02,NonStructural Fires,Queens,546,05:00
2017/02,Structural Fires,Citywide,"1,981",04:09
2017/02,Structural Fires,Manhattan,463,04:24
2017/02,Structural Fires,Bronx,454,04:22
2017/02,Structural Fires,Staten Island,98,04:26
2017/02,Structural Fires,Brooklyn,589,03:33
2017/02,Structural Fires,Queens,377,04:28
2017/03,All Fire/Emergency Incidents,Citywide,"46,826",05:04
2017/03,All Fire/Emergency Incidents,Manhattan,"12,426",05:28
2017/03,All Fire/Emergency Incidents,Bronx,"9,223",05:24
2017/03,All Fire/Emergency Incidents,Staten Island,"2,246",04:54
2017/03,All Fire/Emergency Incidents,Brooklyn,"13,288",04:27
2017/03,All Fire/Emergency Incidents,Queens,"9,643",05:12
2017/03,False Alarm,Citywide,"1,503",04:53
2017/03,False Alarm,Manhattan,302,05:16
2017/03,False Alarm,Bronx,304,04:58
2017/03,False Alarm,Staten Island,88,04:55
2017/03,False Alarm,Brooklyn,410,04:24
2017/03,False Alarm,Queens,399,05:00
2017/03,Medical Emergencies,Citywide,"21,641",04:44
2017/03,Medical Emergencies,Manhattan,"5,696",05:10
2017/03,Medical Emergencies,Bronx,"4,203",05:10
2017/03,Medical Emergencies,Staten Island,"1,040",04:36
2017/03,Medical Emergencies,Brooklyn,"6,166",04:11
2017/03,Medical Emergencies,Queens,"4,536",04:48
2017/03,Medical False Alarm,Citywide,199,04:54
2017/03,Medical False Alarm,Manhattan,41,05:16
2017/03,Medical False Alarm,Bronx,43,05:48
2017/03,Medical False Alarm,Staten Island,5,03:48
2017/03,Medical False Alarm,Brooklyn,64,04:15
2017/03,Medical False Alarm,Queens,46,04:49
2017/03,NonMedical Emergencies,Citywide,"19,348",05:28
2017/03,NonMedical Emergencies,Manhattan,"5,440",05:47
2017/03,NonMedical Emergencies,Bronx,"3,955",05:46
2017/03,NonMedical Emergencies,Staten Island,940,05:11
2017/03,NonMedical Emergencies,Brooklyn,"5,360",04:49
2017/03,NonMedical Emergencies,Queens,"3,653",05:42
2017/03,NonStructural Fires,Citywide,"1,801",04:36
2017/03,NonStructural Fires,Manhattan,455,04:50
2017/03,NonStructural Fires,Bronx,203,04:35
2017/03,NonStructural Fires,Staten Island,50,05:04
2017/03,NonStructural Fires,Brooklyn,551,04:08
2017/03,NonStructural Fires,Queens,542,04:50
2017/03,Structural Fires,Citywide,"2,334",04:14
2017/03,Structural Fires,Manhattan,492,04:34
2017/03,Structural Fires,Bronx,515,04:24
2017/03,Structural Fires,Staten Island,123,04:32
2017/03,Structural Fires,Brooklyn,737,03:42
2017/03,Structural Fires,Queens,467,04:30
2017/04,All Fire/Emergency Incidents,Citywide,"46,314",04:52
2017/04,All Fire/Emergency Incidents,Manhattan,"12,640",05:12
2017/04,All Fire/Emergency Incidents,Bronx,"9,325",05:11
2017/04,All Fire/Emergency Incidents,Staten Island,"2,353",04:37
2017/04,All Fire/Emergency Incidents,Brooklyn,"12,894",04:17
2017/04,All Fire/Emergency Incidents,Queens,"9,102",05:03
2017/04,False Alarm,Citywide,"1,783",04:35
2017/04,False Alarm,Manhattan,337,05:02
2017/04,False Alarm,Bronx,387,04:54
2017/04,False Alarm,Staten Island,144,04:09
2017/04,False Alarm,Brooklyn,491,03:58
2017/04,False Alarm,Queens,424,04:45
